,id,pid,ms_subclass,ms_zoning,lot_area,street,regular_lot,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_floors,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,fancy_masonry,mas_vnr_area,exter_exc,exter_cond,conc_found,bsmt_exc,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_exc,central_air,stand_elec,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_exc,totrms_abvgrd,functional,fireplaces,garage_connect,garage_cars,garage_area,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,fence,misc_val,mo_sold,yr_sold,sale_type,saleprice,sell_diff,remod_diff,remod_x_sell,salepricelog,over_exc,qual_sqaure,exc_x_qual
1563,710,902205030,50,RM,5925,Pave,1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5,3,6,1910,1950,Gable,CompShg,VinylSd,VinylSd,0,0.0,0,TA,0,0,TA,No,Unf,0.0,Unf,0.0,600.0,600.0,Grav,0,0,1,600,368,0,968,0.0,0.0,1,0,2,1,0,6,Typ,0,0,0.0,0.0,1,0,0,0,0,0,GdWo,0,5,2009,WD ,37900,99,59,5841,10.542706391070517,0,9,0
1564,2268,916455050,20,RL,6718,Pave,0,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1.0,8,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,1,86.0,1,TA,1,1,TA,Mn,GLQ,250.0,Unf,0.0,1017.0,1267.0,GasA,1,1,1,1312,0,0,1312,0.0,0.0,2,0,2,1,1,5,Typ,0,1,2.0,471.0,1,256,28,0,0,0,No,0,1,2007,WD ,180500,6,6,36,12.103486056755072,16,64,1024
1567,2233,910200110,50,RM,7000,Pave,1,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5,6,7,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,0,TA,0,0,TA,No,ALQ,375.0,Unf,0.0,345.0,720.0,GasA,1,1,0,720,495,0,1215,0.0,0.0,1,0,3,1,1,6,Typ,0,0,2.0,720.0,1,0,0,30,0,0,MnPrv,0,5,2007,WD ,141000,67,57,3819,11.856515169360305,4,36,144
1572,251,906380190,20,RL,6762,Pave,1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1.0,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,1,24.0,1,TA,1,1,TA,Av,GLQ,686.0,Unf,0.0,501.0,1187.0,GasA,1,1,1,1208,0,0,1208,1.0,0.0,2,0,2,1,1,6,Typ,0,1,2.0,632.0,1,105,61,0,0,0,No,0,2,2010,WD ,206000,4,4,16,12.235631447771718,16,49,784
1577,1491,908103280,20,RL,6500,Pave,1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.0,6,6,1976,1976,Hip,CompShg,HdBoard,Plywood,1,84.0,0,TA,0,0,Ex,No,BLQ,1033.0,Unf,0.0,94.0,1127.0,GasA,0,1,1,1127,0,0,1127,0.0,1.0,1,1,3,1,0,6,Typ,1,0,2.0,480.0,1,0,0,138,0,0,No,0,5,2008,WD ,135000,32,32,1024,11.813030057420567,0,36,0
1579,2497,532378160,20,RL,6993,Pave,1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1.0,5,7,1961,1994,Gable,CompShg,HdBoard,Plywood,0,0.0,0,TA,0,0,TA,No,BLQ,465.0,Unf,0.0,447.0,912.0,GasA,0,1,1,1236,0,0,1236,0.0,0.0,1,0,3,1,0,6,Typ,1,1,1.0,288.0,1,0,0,0,0,0,No,0,6,2006,WD ,135000,45,12,540,11.813030057420567,0,25,0
1584,1165,533212150,160,FV,3604,Pave,1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2.0,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,0,0.0,1,TA,1,1,TA,No,Unf,0.0,Unf,0.0,689.0,689.0,GasA,1,1,1,703,689,0,1392,0.0,0.0,2,0,2,1,1,5,Typ,0,0,2.0,540.0,1,0,102,0,0,0,No,0,2,2008,WD ,146000,1,1,1,11.891361900690473,16,49,784
1587,1572,916226030,120,RL,4084,Pave,0,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,TwnhsE,1.0,7,6,1986,1986,Gable,CompShg,VinylSd,VinylSd,1,340.0,1,TA,0,1,TA,Av,GLQ,893.0,Unf,0.0,384.0,1277.0,GasA,1,1,1,1501,0,0,1501,1.0,0.0,2,0,2,1,1,6,Typ,1,1,2.0,512.0,1,240,0,0,0,0,No,0,7,2008,WD ,241500,22,22,484,12.394624752074764,16,49,784
1588,2052,905101200,20,RL,7943,Pave,1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1.0,4,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,0,192.0,0,Fa,0,0,TA,Mn,Rec,903.0,Unf,0.0,126.0,1029.0,GasA,1,1,1,1029,0,0,1029,1.0,0.0,1,0,3,1,0,5,Typ,0,1,1.0,261.0,1,64,0,39,0,0,No,0,4,2007,WD ,118500,46,46,2116,11.682668239557323,1,16,16
1589,2702,904101040,80,RL,6930,Pave,0,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5,5,4,1958,1958,Hip,CompShg,Wd Sdng,ImStucc,1,120.0,0,TA,0,0,TA,Av,BLQ,300.0,Rec,294.0,468.0,1062.0,GasA,1,1,0,1352,0,0,1352,0.0,1.0,1,0,3,1,1,6,Min2,0,1,1.0,288.0,1,168,0,294,0,0,No,0,7,2006,WD ,130000,48,48,2304,11.77528972943772,4,25,100
1590,1981,902128160,30,RM,7200,Pave,1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.0,5,8,1940,1950,Gable,CompShg,VinylSd,VinylSd,1,279.0,0,TA,0,0,TA,No,Unf,0.0,Unf,0.0,808.0,808.0,GasA,1,1,1,1072,0,0,1072,0.0,0.0,1,0,2,1,0,5,Typ,2,0,2.0,379.0,1,0,0,0,0,0,No,0,5,2007,WD ,130000,67,57,3819,11.77528972943772,1,25,25
1592,563,532378180,20,RL,7150,Pave,1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1.0,5,6,1962,1962,Gable,CompShg,VinylSd,VinylSd,1,60.0,0,TA,0,0,TA,No,LwQ,140.0,BLQ,590.0,182.0,912.0,GasA,1,1,1,912,0,0,912,0.0,1.0,1,0,3,1,0,6,Typ,0,1,1.0,252.0,1,0,0,0,0,0,No,0,10,2009,WD ,123000,47,47,2209,11.719939634354555,1,25,25
1593,1502,908201110,90,RL,6012,Pave,1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,Duplex,1.0,4,5,1955,1955,Gable,CompShg,AsbShng,Plywood,0,0.0,0,Fa,1,0,No,No,No,0.0,No,0.0,0.0,0.0,GasA,0,0,1,1152,0,0,1152,0.0,0.0,2,0,2,2,0,6,Typ,0,0,0.0,0.0,0,0,0,0,0,0,No,0,6,2008,WD ,82000,53,53,2809,11.314474526246391,0,16,0
1594,1310,902300260,75,RM,5350,Pave,1,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2.0,7,8,1920,1965,Gable,CompShg,Wd Sdng,Wd Shng,0,0.0,0,TA,0,0,TA,No,BLQ,116.0,Unf,0.0,508.0,624.0,GasA,1,1,1,730,720,0,1450,0.0,0.0,1,0,3,1,0,7,Typ,0,0,1.0,288.0,1,0,192,0,0,0,MnPrv,0,3,2008,WD ,132000,88,43,3784,11.790557201568507,1,49,49
1595,2598,535376100,30,RL,5400,Pave,1,Lvl,AllPub,Corner,Sev,OldTown,Norm,Norm,1Fam,1.0,5,6,1921,1968,Gable,CompShg,MetalSd,MetalSd,0,0.0,0,TA,0,0,TA,No,Unf,0.0,Unf,0.0,1073.0,1073.0,GasA,1,1,1,1073,0,0,1073,0.0,0.0,1,0,2,1,0,4,Typ,0,0,1.0,326.0,1,0,0,112,0,0,No,0,12,2006,WD ,108480,85,38,3230,11.594321103174222,1,25,25
1597,1810,531376060,20,RL,7441,Pave,0,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1.0,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,1,170.0,1,TA,1,1,TA,No,Unf,0.0,Unf,0.0,1461.0,1461.0,GasA,1,1,1,1486,0,0,1486,0.0,0.0,2,0,3,1,1,7,Typ,0,1,2.0,566.0,1,0,32,0,0,0,No,0,6,2007,WD ,181000,1,1,1,12.106252310247962,16,49,784
1605,1096,528290090,60,RL,7750,Pave,1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2.0,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,0,0.0,1,TA,1,1,TA,No,Unf,0.0,Unf,0.0,707.0,707.0,GasA,1,1,1,707,707,0,1414,0.0,0.0,2,1,3,1,1,6,Typ,1,1,2.0,403.0,1,100,35,0,0,0,No,0,4,2008,WD ,176000,6,6,36,12.078239274020289,16,49,784
1607,479,528240060,80,RL,7750,Pave,1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1.5,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,0,0.0,1,TA,1,1,TA,No,GLQ,353.0,Unf,0.0,55.0,408.0,GasA,1,1,1,779,640,0,1419,1.0,0.0,2,1,3,1,1,7,Typ,1,1,2.0,527.0,1,120,0,0,0,0,No,0,3,2009,WD ,184100,7,7,49,12.123234367221169,16,64,1024
1610,879,907290210,120,RM,4435,Pave,1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1.0,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,1,170.0,1,TA,1,1,TA,Av,GLQ,685.0,Unf,0.0,163.0,848.0,GasA,1,1,1,848,0,0,848,1.0,0.0,1,0,1,1,1,4,Typ,0,1,2.0,420.0,1,140,0,0,0,0,No,0,5,2009,WD ,140000,6,6,36,11.84939770159144,16,36,576
1611,945,911370500,120,RM,3843,Pave,0,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1.0,8,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,1,174.0,1,TA,1,1,TA,Gd,GLQ,1476.0,Unf,0.0,120.0,1596.0,GasA,1,1,1,1648,0,0,1648,1.0,1.0,2,0,2,1,1,5,Typ,1,1,2.0,482.0,1,162,53,0,153,0,No,0,6,2009,New,230000,2,1,2,12.345834587905333,16,64,1024
1612,1010,527183060,120,RL,5950,Pave,0,HLS,AllPub,Inside,Mod,StoneBr,Norm,Norm,TwnhsE,1.0,8,5,1989,1989,Gable,CompShg,HdBoard,HdBoard,0,0.0,1,TA,1,1,TA,Gd,GLQ,319.0,Unf,0.0,1018.0,1337.0,GasA,1,1,1,1337,0,0,1337,1.0,0.0,2,0,2,1,1,5,Typ,1,1,2.0,462.0,1,0,73,154,0,0,No,0,4,2008,WD ,188500,19,19,361,12.146853285870202,16,64,1024
1619,815,906226140,90,RL,7007,Pave,1,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1.0,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,0,0.0,0,TA,0,0,No,No,No,0.0,No,0.0,0.0,0.0,GasA,0,1,1,1513,0,0,1513,0.0,0.0,2,0,4,2,0,8,Typ,0,1,2.0,400.0,1,0,0,0,0,0,No,0,6,2009,WD ,113722,30,30,900,11.641512152666213,0,25,0
1626,462,528186180,120,RL,6240,Pave,1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1.0,8,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,1,176.0,1,TA,1,1,TA,No,GLQ,863.0,Unf,0.0,461.0,1324.0,GasA,1,1,1,1324,0,0,1324,1.0,0.0,2,0,2,1,1,6,Typ,1,1,2.0,550.0,1,192,38,0,0,0,No,0,12,2009,WD ,254000,3,3,9,12.445089546000673,16,64,1024
1628,1625,527162090,20,RL,7875,Pave,1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1.0,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,1,38.0,0,TA,1,1,Gd,No,Unf,0.0,Unf,0.0,1237.0,1237.0,GasA,1,1,1,1253,0,0,1253,0.0,0.0,2,0,3,1,0,6,Typ,1,1,2.0,402.0,1,220,21,0,0,0,No,0,6,2007,WD ,176000,12,11,132,12.078239274020289,4,49,196
1630,1827,532378240,20,RL,6173,Pave,0,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.0,5,6,1967,1967,Gable,CompShg,HdBoard,Wd Sdng,1,75.0,0,TA,0,0,TA,No,GLQ,599.0,Unf,0.0,277.0,876.0,GasA,0,1,1,902,0,0,902,0.0,0.0,1,0,3,1,0,6,Typ,0,1,1.0,288.0,1,0,0,0,0,0,MnPrv,0,8,2007,WD ,125500,40,40,1600,11.740061037553975,0,25,0
1633,1132,531363060,20,RL,7500,Pave,1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1.0,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,1,120.0,0,TA,1,1,TA,No,GLQ,680.0,Unf,0.0,400.0,1080.0,GasA,1,1,1,1080,0,0,1080,1.0,0.0,1,0,3,1,1,6,Typ,0,0,0.0,0.0,1,0,0,0,0,0,No,0,4,2008,WD ,141000,4,3,12,11.856515169360305,9,49,441
1635,1742,528228270,120,RL,3922,Pave,1,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1.0,7,5,2006,2007,Gable,CompShg,WdShing,Wd Shng,1,72.0,1,TA,1,1,TA,Av,Unf,0.0,Unf,0.0,1258.0,1258.0,GasA,1,1,1,1258,0,0,1258,0.0,0.0,2,0,2,1,1,6,Typ,1,1,3.0,648.0,1,144,16,0,0,0,No,0,6,2007,New,172500,1,0,0,12.058152515453552,16,49,784
1637,2245,911128020,30,C (all),6060,Pave,1,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.0,5,9,1930,2007,Hip,CompShg,MetalSd,MetalSd,0,0.0,1,TA,0,0,TA,No,ALQ,737.0,Unf,0.0,100.0,837.0,GasA,1,1,1,1001,0,0,1001,0.0,0.0,1,0,2,1,1,5,Typ,0,0,1.0,216.0,0,154,0,42,86,0,No,0,11,2007,WD ,124900,77,0,0,11.73526869611367,9,25,225
1639,725,902405120,50,RM,5400,Pave,1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5,6,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,0,0.0,0,TA,0,0,TA,No,Unf,0.0,Unf,0.0,972.0,972.0,GasA,1,1,1,1044,0,436,1480,0.0,0.0,1,0,3,1,0,6,Typ,0,0,1.0,207.0,1,0,0,176,0,0,No,0,9,2009,ConLI,119000,89,59,5251,11.686878772093667,1,36,36
1642,2654,902206020,30,RM,7830,Pave,1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.0,3,5,1921,1950,Gable,CompShg,AsbShng,AsbShng,0,0.0,0,TA,0,0,TA,No,LwQ,416.0,Unf,0.0,76.0,492.0,GasA,0,1,1,492,0,0,492,1.0,0.0,1,0,1,1,0,3,Typ,0,0,1.0,200.0,0,0,0,78,0,0,No,0,6,2006,WD ,61500,85,56,4760,11.02679245379461,0,9,0
1653,223,905105200,20,RL,7800,Pave,1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.0,5,7,1966,2008,Hip,CompShg,HdBoard,HdBoard,1,47.0,0,TA,0,0,TA,Mn,BLQ,240.0,Rec,474.0,150.0,864.0,GasA,1,1,1,892,0,0,892,1.0,0.0,1,0,3,1,1,5,Typ,0,0,1.0,416.0,1,0,0,0,0,0,No,0,6,2010,WD ,137900,44,2,88,11.834284063781393,4,25,100
1654,723,902402150,30,RM,7200,Pave,1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.0,5,4,1910,2006,Hip,CompShg,MetalSd,Stucco,0,0.0,0,TA,0,0,TA,No,ALQ,247.0,Rec,465.0,310.0,1022.0,GasW,0,0,1,1022,0,0,1022,1.0,0.0,1,0,2,1,0,4,Maj2,0,0,1.0,280.0,1,0,30,226,0,0,No,0,6,2009,WD ,85000,99,3,297,11.350406535472453,0,25,0
1657,287,909100110,70,RL,6858,Pave,1,Bnk,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,2.0,6,4,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,0,TA,1,1,TA,No,Unf,0.0,Unf,0.0,806.0,806.0,GasA,0,0,0,841,806,0,1647,1.0,0.0,1,1,4,1,0,6,Typ,0,0,1.0,216.0,1,0,66,136,0,0,No,0,5,2010,WD ,128000,95,60,5700,11.759785542901755,1,36,36
1662,706,902201110,50,RM,6000,Pave,1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5,5,7,1950,1970,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,0,Ex,0,0,TA,No,BLQ,384.0,Unf,0.0,384.0,768.0,GasA,0,1,0,768,560,0,1328,0.0,0.0,1,1,3,1,0,6,Typ,0,0,1.0,308.0,1,0,12,0,0,0,MnPrv,0,3,2009,WD ,129500,59,39,2301,11.771436160121729,0,25,0
1664,1339,903228060,50,RM,6000,Pave,1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5,6,5,1939,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,0,TA,0,0,TA,No,LwQ,264.0,Unf,0.0,475.0,739.0,GasA,1,1,1,874,468,0,1342,0.0,0.0,2,0,2,2,0,7,Typ,1,0,1.0,240.0,1,0,0,0,0,0,No,0,4,2008,WD ,105000,69,58,4002,11.56171562913966,1,36,36
1669,1170,533215040,120,FV,4385,Pave,0,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1.0,9,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,0,0.0,1,TA,1,1,TA,Av,GLQ,964.0,Unf,0.0,455.0,1419.0,GasA,1,1,1,1419,0,0,1419,1.0,0.0,1,1,2,1,1,5,Typ,1,1,2.0,588.0,1,155,58,0,0,0,No,0,9,2008,WD ,290000,7,7,49,12.577636201962656,16,81,1296
1672,8,527145080,120,RL,5005,Pave,0,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1.0,8,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,0,0.0,1,TA,1,1,TA,No,ALQ,263.0,Unf,0.0,1017.0,1280.0,GasA,1,1,1,1280,0,0,1280,0.0,0.0,2,0,2,1,1,5,Typ,0,1,2.0,506.0,1,0,82,0,0,144,No,0,1,2010,WD ,191500,18,18,324,12.162643087602838,16,64,1024
1674,2068,905226080,50,RL,6960,Pave,1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5,7,8,1940,1998,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,0,TA,0,0,TA,No,ALQ,258.0,Unf,0.0,422.0,680.0,GasA,1,1,0,798,504,0,1302,0.0,0.0,1,1,2,1,1,6,Typ,2,1,1.0,224.0,1,0,0,0,0,126,MnPrv,0,7,2007,WD ,165250,67,9,603,12.015214757713933,4,49,196
1677,2633,535478070,20,RL,7400,Pave,1,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.0,7,6,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,0,TA,0,0,TA,No,LwQ,809.0,Unf,0.0,236.0,1045.0,GasA,1,1,1,1045,0,0,1045,1.0,0.0,1,0,3,1,0,6,Typ,0,0,2.0,528.0,1,0,0,0,0,0,No,0,3,2006,WD ,120000,44,44,1936,11.695247021764184,1,49,49
1681,915,909252020,70,RL,7200,Pave,1,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2.0,7,9,1936,2007,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,1,Gd,1,1,Gd,No,ALQ,350.0,BLQ,210.0,0.0,560.0,GasA,1,1,1,575,560,0,1135,1.0,0.0,1,0,3,1,1,6,Typ,0,0,2.0,576.0,1,256,0,0,0,0,MnPrv,0,4,2009,WD ,155000,73,2,146,11.951180395901384,16,49,784
1688,2644,902109010,30,RM,5684,Pave,1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.0,6,8,1930,2005,Hip,CompShg,Wd Sdng,Wd Sdng,0,0.0,0,TA,0,0,TA,No,Unf,0.0,Unf,0.0,813.0,813.0,GasA,1,1,0,813,0,0,813,0.0,0.0,1,0,2,1,1,5,Typ,0,0,1.0,270.0,0,0,113,0,0,0,No,0,6,2006,WD ,110000,76,1,76,11.608235644774552,4,36,144
1696,1163,533212050,160,FV,3180,Pave,1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2.0,6,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,0,0.0,1,TA,1,1,TA,No,GLQ,390.0,Unf,0.0,210.0,600.0,GasA,1,1,1,600,600,0,1200,1.0,0.0,2,1,2,1,1,5,Typ,0,0,2.0,480.0,1,0,166,0,0,0,No,0,5,2008,WD ,165000,3,3,9,12.013700752882718,16,36,576
1697,205,903430080,70,RM,3068,Pave,1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.0,6,8,1920,1993,Gable,CompShg,VinylSd,VinylSd,0,0.0,0,Gd,0,0,TA,No,Unf,0.0,Unf,0.0,662.0,662.0,GasA,1,1,1,662,662,0,1324,0.0,1.0,1,0,3,1,0,6,Typ,0,0,1.0,180.0,1,0,0,112,0,0,GdPrv,0,2,2010,WD ,122000,90,17,1530,11.711776323715394,1,36,36
1704,2290,923228290,180,RM,1936,Pave,1,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,1.5,4,6,1970,1970,Gable,CompShg,CemntBd,CmentBd,0,0.0,0,TA,0,1,TA,Av,BLQ,131.0,GLQ,499.0,0.0,630.0,GasA,1,1,1,630,0,0,630,1.0,0.0,1,0,1,1,0,3,Typ,0,0,0.0,0.0,1,0,0,0,0,0,MnPrv,0,12,2007,WD ,84500,37,37,1369,11.344506813345266,4,16,64
1706,2643,902108060,70,RM,3960,Pave,1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.0,7,8,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,0,TA,0,0,TA,No,Unf,0.0,Unf,0.0,502.0,502.0,GasA,0,0,1,502,502,0,1004,0.0,0.0,1,0,2,1,1,5,Typ,1,0,1.0,200.0,0,280,0,68,0,0,MnPrv,0,7,2006,WD ,105000,76,56,4256,11.56171562913966,1,49,49
1715,1528,909253190,30,RL,6292,Pave,1,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.0,6,5,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0,0.0,0,TA,0,1,TA,Mn,Rec,384.0,Unf,0.0,384.0,768.0,GasA,0,0,1,790,0,0,790,0.0,0.0,1,0,2,1,0,4,Typ,0,0,1.0,160.0,1,0,141,0,0,0,No,0,4,2008,WD ,91000,78,58,4524,11.418614785498987,1,36,36
1717,2629,535456020,20,RL,7945,Pave,1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.0,5,6,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,0,0.0,0,TA,0,0,TA,No,ALQ,179.0,BLQ,506.0,465.0,1150.0,GasA,1,1,0,1150,0,0,1150,1.0,0.0,1,0,3,1,0,6,Typ,0,1,1.0,300.0,1,0,0,0,0,0,No,0,5,2006,WD ,141000,47,47,2209,11.856515169360305,1,25,25
1722,279,908103350,80,RL,6305,Pave,1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5,6,6,1975,1975,Gable,CompShg,Plywood,Plywood,0,0.0,0,TA,0,0,TA,Av,ALQ,528.0,Unf,0.0,480.0,1008.0,GasA,0,1,1,1096,0,0,1096,1.0,0.0,1,0,3,1,0,5,Typ,1,0,1.0,352.0,1,0,0,0,0,0,No,0,6,2010,WD ,125200,35,35,1225,11.737667737648135,0,36,0
1729,415,527455050,160,RL,2364,Pave,1,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2.0,6,5,1978,1978,Gable,CompShg,Plywood,Brk Cmn,0,0.0,0,TA,0,1,TA,No,ALQ,320.0,Unf,0.0,484.0,804.0,GasA,0,1,1,804,744,0,1548,0.0,1.0,2,1,3,1,0,7,Typ,1,0,2.0,440.0,1,108,0,0,0,0,No,0,7,2009,WD ,147000,31,31,961,11.898187865760873,1,36,36
1730,78,531452020,120,RL,7892,Pave,1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1.0,6,5,1979,1979,Gable,CompShg,Plywood,Plywood,0,0.0,0,TA,0,1,TA,No,Unf,0.0,Unf,0.0,918.0,918.0,GasA,0,1,1,918,0,0,918,0.0,0.0,2,0,2,1,0,5,Typ,1,1,1.0,264.0,1,28,0,0,0,0,No,0,4,2010,WD ,99500,31,31,961,11.507912923146684,1,36,36
1732,1756,528280110,60,RL,7917,Pave,1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2.0,6,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,0,0.0,0,TA,1,1,TA,No,Unf,0.0,Unf,0.0,953.0,953.0,GasA,1,1,1,953,694,0,1647,0.0,0.0,2,1,3,1,0,7,Typ,1,1,2.0,460.0,1,0,40,0,0,0,No,0,8,2007,WD ,175000,8,7,56,12.072541252905651,4,36,144
1733,1280,535456100,20,RL,7200,Pave,1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.0,5,7,1954,1954,Gable,CompShg,MetalSd,MetalSd,0,0.0,0,TA,0,0,TA,No,Unf,0.0,Unf,0.0,825.0,825.0,GasA,0,1,0,825,0,0,825,0.0,1.0,1,0,2,1,0,4,Typ,0,1,1.0,350.0,1,0,0,0,0,0,No,0,7,2008,WD ,109500,54,54,2916,11.603679828238693,0,25,0
1735,2671,903200050,30,RL,7446,Pave,1,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1.0,4,5,1941,1950,Gable,CompShg,WdShing,Wd Shng,0,0.0,0,TA,0,0,TA,No,Rec,266.0,Unf,0.0,522.0,788.0,GasA,0,1,0,788,0,0,788,0.0,0.0,1,0,2,1,0,4,Typ,2,0,0.0,0.0,1,0,0,0,0,0,GdWo,0,4,2006,WD ,100000,65,56,3640,11.512925464970229,0,16,0
1737,225,905106170,20,RL,7832,Pave,1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.0,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,0,0.0,0,TA,0,0,TA,No,GLQ,775.0,Unf,0.0,89.0,864.0,GasA,1,1,1,864,0,0,864,1.0,0.0,1,0,2,1,0,4,Typ,0,0,1.0,280.0,1,226,0,0,0,0,No,0,5,2010,WD ,137250,42,42,1764,11.829559359371776,1,25,25
